"","PID","total_weighted_empathy_network","avg_weighted_empathy_network","avg_empathy_network","Dorm","subject_wellbeing","Nomination","shortest_path_length","nomination_empathy","nomination_empathic_concern","weighted_empathy","avg_empathy_network_z","total_weighted_empathy_network_z","avg_weighted_empathy_network_z","subject_wellbeing_z"
"87","0AMOspJ0Ig",5.54861111111112,1.10972222222222,3.4,"Ujamaa",3.5,"fxvdHjQC2i",4,NA,NA,NA,2.49644479585642,-1.18223683895537,-0.0727461985122414,1.02329929689452
"88","0AMOspJ0Ig",5.54861111111112,1.10972222222222,3.4,"Ujamaa",3.5,"hHoaW16OYh",4,4.02083333333333,3.5,1.00520833333333,2.49644479585642,-1.18223683895537,-0.0727461985122414,1.02329929689452
"89","0AMOspJ0Ig",5.54861111111112,1.10972222222222,3.4,"Ujamaa",3.5,"hHoaW16OYh",4,NA,NA,NA,2.49644479585642,-1.18223683895537,-0.0727461985122414,1.02329929689452
"90","0AMOspJ0Ig",5.54861111111112,1.10972222222222,3.4,"Ujamaa",3.5,"s5ftgTtnvq",4,3.47916666666667,3.5,0.869791666666668,2.49644479585642,-1.18223683895537,-0.0727461985122414,1.02329929689452
"91","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"0pORiiPzFJ",7,3.97916666666667,3.75,0.568452380952381,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"92","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"2ysmumKheG",2,2.80555555555556,2.5,1.40277777777778,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"93","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"AKWrTUVKs8",4,2.16666666666667,2.25,0.541666666666668,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"94","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"bD9f6llLpe",8,2.83333333333333,3.75,0.354166666666666,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"95","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"bU2fBNkYRL",4,3.39583333333333,3.5,0.848958333333332,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"96","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"DpLfSTNApV",6,NA,NA,NA,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"97","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"EDXX25pBlE",1,3.47916666666667,3,3.47916666666667,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"98","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"gDKlZubk20",5,2.0625,2.5,0.4125,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"99","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"hCj62DCCyZ",3,3.35416666666667,3,1.11805555555556,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"100","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"hW1jvoxgyh",3,3.125,3.25,1.04166666666667,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"101","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"hW1jvoxgyh",3,NA,NA,NA,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"102","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"jd9y5dsXO7",2,2.125,2.5,1.0625,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"103","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"jd9y5dsXO7",2,NA,NA,NA,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"104","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"oWg71k35iP",1,3.27083333333333,2.75,3.27083333333333,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"105","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"pRDnGQRKZg",3,3.0625,3,1.02083333333333,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"106","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"Sc6riQrRX4",2,2.75,2.75,1.375,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"107","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"StDe6Jf4JB",6,3.625,3.75,0.604166666666667,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"108","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"StDe6Jf4JB",6,NA,NA,NA,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"109","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"StDe6Jf4JB",6,NA,NA,NA,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"110","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"UKBoWSULpT",6,3.39583333333333,3.75,0.565972222222222,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"111","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"5Lox6JSdzD",2,3.54166666666667,3.25,1.77083333333334,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"112","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"5eggge3kdl",3,3.91666666666667,3.5,1.30555555555556,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"113","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"AI6JyFIYma",7,2.83333333333333,2.25,0.404761904761904,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"114","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"DklVDmfaGa",1,1.375,1.25,1.375,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"115","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"K4QLJDOI7c",7,4,3.5,0.571428571428571,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"116","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"VQDKQgqo5c",6,2.77083333333333,2.5,0.461805555555555,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"117","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"X1UhfCJr3b",4,4,3.5,1,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"118","0B1fiqQFkA",25.5908234126984,1.11264449620428,3.08574879227053,"WestFloMo",2,"p9BM6dRjOS",3,3.10416666666667,3.75,1.03472222222222,0.0352715489075235,-0.383793485334371,-0.0653998832218908,-0.962129531959079
"119","0pORiiPzFJ",63.8738591269841,0.967785744348244,3.04513888888889,"WestFloMo",3.35714285714286,"2ysmumKheG",8,2.80555555555556,2.5,0.350694444444445,-0.282779759427049,1.14132933856096,-0.429560831249209,0.834210837003704
"120","0pORiiPzFJ",63.8738591269841,0.967785744348244,3.04513888888889,"WestFloMo",3.35714285714286,"AKWrTUVKs8",10,2.16666666666667,2.25,0.216666666666667,-0.282779759427049,1.14132933856096,-0.429560831249209,0.834210837003704
"121","0pORiiPzFJ",63.8738591269841,0.967785744348244,3.04513888888889,"WestFloMo",3.35714285714286,"bD9f6llLpe",1,2.83333333333333,3.75,2.83333333333333,-0.282779759427049,1.14132933856096,-0.429560831249209,0.834210837003704
