"ID","Empathy_Factor","NegAffect_Factor","PosAffect_Factor","LifeSatTransf_Factor","Floor","Age","Gender_bin","Race_1","Race_2","Race_3","Race_4","Race_5","Race_6","Race_7","Race_8","Race_9","Race_cat","Major_recode","Major_BySchool","Rlgn","PolPrty","FinclAid","Born_bin","YearsUS","CtznStatus_bin","Siblings","FatherEd_recode","MotherEd_recode","FmlyIncome","FmlyStatus","IRI_PT","IRI_EC","IRI_PD","PosEmp_avg","LTES_avg","PSA_avg","IRQ_TN","IRQ_TP","IRQ_EN","IRQ_EP","IRQ_TOTAL","NTB_avg","SSS_Stnfrd","MCSDS_avg","PANAS_PosAvg","PANAS_NegAvg","BFI_e","BFI_a","BFI_c","BFI_n","BFI_o","NPI15_avg","BAS_reward","BAS_fun","BAS_drive","BAS_avg","BIS_avg","Loneliness_avg","SWLS_avg","SHS_avg","PSS_avg","STAI_MEAN","CESD_avg","HPS_avg","RSQ_avg","RSQ_Brood","RSQ_Ponder","Hlth_Time0","SleepHrs_Time0","Rested_Time0","Exercise_Time0","Alcohol_Time0","AlchAmt_Time0","dorm","time","inDegreeQ1","outDegreeFullQ1","outDegreeQ1","numReciprocalQ1","pageRankQ1","neighborhood2inQ1","neighborhood2outQ1","authorityScoreQ1","hubScoreQ1","betweennessCentralityQ1","closenessCentralityQ1","localClusteringCoefficientQ1","inDegreeQ2","outDegreeFullQ2","outDegreeQ2","numReciprocalQ2","pageRankQ2","neighborhood2inQ2","neighborhood2outQ2","authorityScoreQ2","hubScoreQ2","betweennessCentralityQ2","closenessCentralityQ2","localClusteringCoefficientQ2","inDegreeQ3","outDegreeFullQ3","outDegreeQ3","numReciprocalQ3","pageRankQ3","neighborhood2inQ3","neighborhood2outQ3","authorityScoreQ3","hubScoreQ3","betweennessCentralityQ3","closenessCentralityQ3","localClusteringCoefficientQ3","inDegreeQ4","outDegreeFullQ4","outDegreeQ4","numReciprocalQ4","pageRankQ4","neighborhood2inQ4","neighborhood2outQ4","authorityScoreQ4","hubScoreQ4","betweennessCentralityQ4","closenessCentralityQ4","localClusteringCoefficientQ4","inDegreeQ5","outDegreeFullQ5","outDegreeQ5","numReciprocalQ5","pageRankQ5","neighborhood2inQ5","neighborhood2outQ5","authorityScoreQ5","hubScoreQ5","betweennessCentralityQ5","closenessCentralityQ5","localClusteringCoefficientQ5","inDegreeQ6","outDegreeFullQ6","outDegreeQ6","numReciprocalQ6","pageRankQ6","neighborhood2inQ6","neighborhood2outQ6","authorityScoreQ6","hubScoreQ6","betweennessCentralityQ6","closenessCentralityQ6","localClusteringCoefficientQ6","inDegreeQ7","outDegreeFullQ7","outDegreeQ7","numReciprocalQ7","pageRankQ7","neighborhood2inQ7","neighborhood2outQ7","authorityScoreQ7","hubScoreQ7","betweennessCentralityQ7","closenessCentralityQ7","localClusteringCoefficientQ7","inDegreeQ8","outDegreeFullQ8","outDegreeQ8","numReciprocalQ8","pageRankQ8","neighborhood2inQ8","neighborhood2outQ8","authorityScoreQ8","hubScoreQ8","betweennessCentralityQ8","closenessCentralityQ8","localClusteringCoefficientQ8","inDegreeQ9","outDegreeFullQ9","outDegreeQ9","numReciprocalQ9","pageRankQ9","neighborhood2inQ9","neighborhood2outQ9","authorityScoreQ9","hubScoreQ9","betweennessCentralityQ9","closenessCentralityQ9","localClusteringCoefficientQ9","dormTimeInteraction","timeFactor","timeFactor01","timeFactor12","timeFactor02"
220,7,3.1,2.47,4.5,3,18,0,NA,NA,NA,NA,NA,1,NA,NA,NA,6,9,1,2,2,1,0,15,1,3,NA,NA,6,3.6509,25.217,26.366,15.021,3.8206,4.9562,4.9272,15.948,91.638,1080.5,1786,361.25,3.5307,2.38,0.38103,6.632,0.47933,2.0846,4.3022,2.9398,1.4132,3.5457,2.5887,8.0554,5.9647,3.7185,6.0782,3.133,0.54615,27.722,10.345,0.81261,0.44197,0,0.36733,1.7228,1.5686,1.7579,2.9153,2.0794,1.9459,0.69315,0,0,"TFall",1,4,8,5,2,0.0129238014542325,10,18,0.0652699523979028,0.445649525865743,0.0742833092833093,0.131964809384164,0.111111111111111,1,5,4,1,0.00910621510116231,5,11,0.0100051417595044,0.240879378962556,0.0709553872053872,0.0726978998384491,0.2,1,4,3,1,0.0392621516171794,4,6,0,0.80917105557862,0.0141414141414141,0.0249445676274945,0,1,2,1,0,0.00843674750546867,3,4,0.0612953195389238,0.000288847580626237,0.0601010101010101,0.0254813137032843,0,1,6,4,0,0.00474201816892072,2,12,0.0192383719382656,0.425425561615423,0.00606060606060606,0.0986842105263158,0.2,1,5,4,1,0.00754657332537068,6,11,0.0267682730265049,0.531806088357423,0.0653619528619528,0.0862068965517241,0.2,1,5,5,1,0.055640337277991,10,10,0.0506883916042345,0.838863803379598,0.167003367003367,0.0407608695652174,0.266666666666667,2,4,4,1,0.0102376052376365,8,16,0.145707819847277,0.711181278753437,0.0137710437710438,0.0700934579439252,0.2,0,1,0,0,0.0176423887794407,1,1,0,3.72375298032155e-17,0,0.0217391304347826,NA,"TFall.1","1","1","0",NA
221,6.42,3.65,1.98,4.75,2,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,47,9,3,2,1,1,18,1,1,2,2,4,6.6427,19.233,27.937,19.796,4.0492,3.4343,3.1347,9.7142,79.204,827.44,971.24,266.35,4.157,2.38,0.53171,4.7999,0.86251,1.303,4.7524,3.3329,1.3266,2.8291,2.3523,7.1943,3.9627,2.0304,4.1706,3.3735,1.3064,37.283,7.1387,1.2129,0.69348,0.37682,0.19044,1.6487,1.6094,1.6487,7.2464,2.0794,1.6094,0.69315,0,0,"TFall",1,4,6,4,2,0.0183818199168894,11,14,0.0502993107098225,0.129448724767422,0.0839646464646465,0.126404494382022,0.214285714285714,1,3,2,0,0.00443353500382931,2,5,0.0044486946264495,0.00296478300568964,0,0.078397212543554,0.666666666666667,2,2,2,1,0.0159032184909396,4,5,0.0730850291828285,0.145016019341334,0.00505050505050505,0.0249031543995573,0,1,3,2,0,0.0060331851824567,2,7,0.0613951447365789,0.151941340334578,0.00252525252525253,0.0376884422110553,0.333333333333333,2,3,1,0,0.0121142874049326,8,5,0.113492773181756,0.00843083122248785,0.0752525252525253,0.059445178335535,0.333333333333333,2,4,3,1,0.00903145333483736,5,10,0.0781913936682084,0.173254099797068,0.0151262626262626,0.0806451612903226,0.3,0,2,1,0,0.0035404258084089,1,7,0,0.0219811456284781,0,0.0424929178470255,NA,1,3,3,0,0.00410553047404063,2,9,0.0446319175998903,0.248040552566273,0.00184343434343434,0.0702028081123245,0.666666666666667,0,0,0,0,0.0176423887794407,1,1,0,3.72375298032155e-17,0,0.0217391304347826,NA,"TFall.1","1","1","0",NA
222,6.39,3.29,2.36,9.8,2,18,1,NA,NA,NA,NA,1,NA,NA,NA,NA,5,44,6,2,3,1,1,18,1,2,3,3,7,25.79,19.233,26.366,16.592,3.8206,1.5291,3.5721,10.364,61.839,489.25,1341.4,249.13,2.3458,6.8221,0.53171,6.9113,0.81495,2.1942,5.9348,3.4648,1.7456,1.4906,1.3542,7.1943,3.3666,2.3552,4.1706,3.133,1.1286,34.743,9.6733,1.2899,0.7476,0.37682,0.2416,1.6487,1.4351,1.6487,4.9286,1.9459,0.69315,0.69315,0.69315,0.69315,"TFall",1,0,3,0,0,0.00352856272120519,1,1,0,0,0,0.0217391304347826,NA,0,3,0,0,0.00378934615711906,1,1,0,7.91118763361117e-17,0,0.0217391304347826,NA,0,2,0,0,0.00494289223367041,1,1,0,0,0,0.0217391304347826,NA,0,1,0,0,0.00423381416312751,1,1,2.37929500008277e-17,0,0,0.0217391304347826,NA,0,5,2,0,0.00391094281972843,1,4,1.0262278490476e-16,0.167822459403429,0,0.0582147477360931,1,0,7,4,0,0.00362100180885487,1,8,6.03615294084559e-17,0.104261274609781,0,0.0816696914700544,0,0,2,2,0,0.0035404258084089,1,5,0,0.306176406982493,0,0.0412465627864345,0,0,6,4,0,0.00338600451467269,1,13,0,0.538293779928067,0,0.0740131578947368,0,0,0,0,0,0.0176423887794407,1,1,0,3.72375298032155e-17,0,0.0217391304347826,NA,"TFall.1","1","1","0",NA
223,4.88,2.52,2.73,9.56,3,19,0,NA,NA,NA,NA,1,NA,NA,NA,NA,5,50,11,1,2,1,1,18,1,3,2,3,8,19.959,12.187,18.696,11.953,4.2806,2.5042,3.5721,9.0569,111.51,289.22,763.41,236.39,1.2648,10.159,0.15323,6.0864,0.9522,3.374,3.443,2.1671,1.0573,4.1388,4.047,6.3804,5.2623,3.7185,5.411,1.788,1.444,19.722,10.345,0.97602,0.79895,0.51584,0.57018,1.454,1.4816,1.1632,2.9153,1.9459,1.3863,0.69315,0.69315,2.7726,"TFall",1,2,5,5,2,0.011161263637048,9,12,0.118728714435042,0.648185272009359,0.0144077681577682,0.123287671232877,0.285714285714286,1,6,4,1,0.00804621617726018,3,10,0.00273411602773886,0.552145639596721,0.0260058922558923,0.0696594427244582,0.3,1,1,1,0,0.00914435063229026,2,2,0,0.0431154089438228,0.000505050505050505,0.0222222222222222,0,1,2,2,1,0.00736315506630871,2,4,0.0117922396131239,0.0277377504307064,0,0.0286806883365201,0.333333333333333,2,8,6,2,0.0131197914485764,7,14,0.113332979793383,0.961714666254591,0.181978114478114,0.0617283950617284,0.107142857142857,1,3,2,1,0.00733366543368179,3,7,0.0250513498275777,0.115111546421889,0,0.075885328836425,0.333333333333333,1,2,2,0,0.00504510677698268,2,6,0.0050717570516696,0.278850117400451,0.0108585858585859,0.042654028436019,0.333333333333333,3,3,3,1,0.00897749370260318,7,11,0.206564436580848,0.187526425706566,0.0287974987974988,0.0673652694610778,0.133333333333333,1,3,1,0,0.025140404010703,2,2,0.0176839886545709,0.123418375087074,0.000505050505050505,0.0222222222222222,0,"TFall.1","1","1","0",NA
224,6,3.83,1.69,9.07,3,19,0,NA,NA,NA,NA,1,NA,NA,NA,NA,5,7,1,NA,3,0,1,19,1,1,4,3,NA,25.79,22.813,18.696,21.427,3.3721,1.8133,3.5721,3.4064,41.249,907.48,863.55,199.23,3.5307,10.159,0.75622,3.1922,0.90821,1.0742,5.2158,3.3329,1.9825,3.6923,0.91061,3.594,3.3666,2.0304,3.0587,2.6655,1.2713,27.722,4.8674,1.4412,0.87135,0.49043,0.22481,1.7918,1.7918,1.7918,4.9286,1.7918,1.0986,0,0.69315,1.6094,"TFall",1,4,8,4,3,0.0207358123930967,9,10,0.459023833138525,0.552084611449912,0.00634680134680135,0.115681233933162,0.214285714285714,2,6,4,2,0.00909109083030309,8,9,0.258012702628442,0.658203961777088,0.00434403559403559,0.0607287449392713,0.2,2,1,1,1,0.0124788433389087,5,5,0.36324494385034,0.0066825820595097,0.00303030303030303,0.0280373831775701,0,2,1,1,1,0.0144396979826188,6,4,0.00687589156746337,0.000247709619530316,0,0.0280723643169058,0.333333333333333,2,2,1,1,0.0257427040489257,7,4,0.137095619984614,0.0356789812384003,0.00548941798941799,0.0541516245487365,0.333333333333333,2,6,2,2,0.0304154704192597,8,6,0.0692634116322726,0.122024160457654,0.0343434343434343,0.075,0.166666666666667,2,7,3,0,0.0542269852397032,7,6,0.238682749818909,0.599647503149513,0.022979797979798,0.0395083406496927,0.6,1,7,3,1,0.00656431694273102,8,11,0.12906531897365,0.304210057562983,0.0113095238095238,0.0681818181818182,0.166666666666667,0,0,0,0,0.0176423887794407,1,1,0,3.72375298032155e-17,0,0.0217391304347826,NA,"TFall.1","1","1","0",NA
225,7.58,3.88,1.95,3.15,2,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,47,9,9,2,1,1,18,1,2,4,4,NA,10.371,22.813,34.331,23.077,5.2332,2.9075,4.242,13.518,67.451,1080.5,1210,306.14,3.2257,2.38,0.60674,4.317,0.86251,1.8639,5.9348,1.539,1.5819,3.6923,0.76561,4.2207,3.3666,1.1018,2.7173,3.133,0.98112,7.0394,8.3745,1.5894,0.93888,0.39597,0.30627,1.6253,1.5261,1.5686,2.9153,1.8718,0.69315,0.69315,0,0,"TFall",1,4,7,3,3,0.0204174549000325,9,10,0.0453462352605191,0.0175717198594625,0.0455808080808081,0.11968085106383,0.142857142857143,4,3,0,0,0.0134425250509083,8,1,0.00777925750340585,3.16447505344447e-16,0,0.0217391304347826,0.333333333333333,2,5,2,1,0.0159032184909396,4,5,0.0417692381860507,0.253739365758375,0.00606060606060606,0.0249169435215947,0,4,3,1,1,0.0187105724037238,7,7,0.606430730310746,0.137003030907837,0.022979797979798,0.0321199143468951,0.1,4,6,3,2,0.027949099787139,7,9,0.0271589608853407,0.0526069762925657,0.11766835016835,0.0618131868131868,0.0476190476190476,4,7,3,2,0.0136642085548912,7,11,0.255501536602135,0.201687475980152,0.0659680134680135,0.0819672131147541,0.0952380952380952,3,7,5,0,0.0141240901229323,8,10,0.0853301465081585,0.532433330983246,0.0771885521885522,0.0416281221091582,0.0714285714285714,3,8,4,0,0.0089435315035201,6,12,0.095874840272196,0.378009824420832,0.0292087542087542,0.0680786686838124,0.238095238095238,0,0,0,0,0.0176423887794407,1,1,0,3.72375298032155e-17,0,0.0217391304347826,NA,"TFall.1","1","1","0",NA
226,5.17,3.69,1.73,7.64,3,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,5,1,1,2,0,1,15,1,1,4,4,9,32.295,15.689,17.204,19.796,4.2806,3.3036,3.905,17.138,91.638,827.44,1341.4,342.63,4.4779,6.8221,0.30534,2.1896,0.71357,1.5291,4.0822,1.6633,1.8256,2.8291,2.118,4.2207,3.3666,2.0304,3.2349,2.6655,1.1286,27.722,3.839,1.4412,0.69348,0.35646,0.22481,1.6409,1.6864,1.6487,2.9153,2.0794,1.7918,0,0.69315,1.0986,"TFall",1,7,8,6,5,0.0388268303861631,16,19,0.506018079415696,0.116806614911815,0.168489658489658,0.132743362831858,0.0897435897435897,5,8,5,4,0.027663796784169,10,13,0.164557264177163,0.0197309577132659,0.282659932659933,0.0740131578947368,0.0222222222222222,3,3,2,1,0.073673414469708,5,5,0.00965592598490636,0.153743621117553,0.0323232323232323,0.0249169435215947,0.1,3,4,4,2,0.0890599560991189,9,7,1.50886002617773e-16,0.00202768808216618,0.0828282828282828,0.0249722530521643,0.0476190476190476,3,5,3,1,0.0143478611981503,8,7,0.075996350968308,0.0756230381125413,0.191195286195286,0.0624133148404993,0.0666666666666667,2,3,3,2,0.0103293215660453,7,10,0.0872253503046981,0.120587199455102,0.0797558922558922,0.0849056603773585,0,2,4,4,1,0.00620253211556291,4,8,0.024104738703373,0.438554412910039,0.00791245791245791,0.0467289719626168,0.266666666666667,1,8,8,0,0.01321002207825,4,22,0,1,0.0512626262626263,0.0715421303656598,0.222222222222222,0,1,1,0,0.0176423887794407,1,2,0,5.58562947048233e-17,0,0.0222222222222222,NA,"TFall.1","1","1","0",NA
227,8.01,4.79,1.33,8.43,3,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,7,1,1,2,0,1,18,1,1,4,4,9,32.295,30.061,35.954,28.128,3.1524,1.3849,2.5992,3.4064,73.24,827.44,434.39,199.23,4.9685,6.8221,0.22942,3.1922,1.1865,0.12418,4.3022,2.2945,2.3579,2.8291,1.5046,8.0554,0.27339,0.25731,1.9297,3.8674,1.41,32.303,4.8674,1.4412,0.84779,0.50345,0.19044,1.4725,1.335,1.4351,4.9286,1.7918,1.3863,0.69315,0,0,"TFall",1,3,3,2,2,0.0221834930496798,17,10,0.117048531970051,0.277337100883459,0.0298400673400673,0.123287671232877,0.1,1,3,2,1,0.0084921916104278,6,8,0.00366068363606944,0.236117437495226,0.000925925925925926,0.0706436420722135,0,3,1,1,1,0.0734450995742445,10,3,0.0526432263282448,0.00449868755534251,0.0318181818181818,0.0248481501932634,0.166666666666667,2,1,1,1,0.0455979198041324,11,5,0.006316998099307,0,0.0328282828282828,0.0249031543995573,0,3,1,1,1,0.0476128073418908,15,4,0.110285160434629,0.310425397277942,0.00403799903799904,0.0541516245487365,0.166666666666667,1,2,2,1,0.00654764291923437,3,6,0.0342137512299918,0.213082441244481,0.000757575757575758,0.0802139037433155,0,6,1,1,0,0.0398406011044938,13,4,0.171545476433735,0.25760117060594,0.0846801346801347,0.0394045534150613,0.238095238095238,2,1,1,0,0.0100831287301979,9,5,0.279610312565669,0.0902174225524162,0.00465127465127465,0.0658857979502196,1,0,2,1,0,0.0176423887794407,1,2,0,5.58562947048233e-17,0,0.0222222222222222,NA,"TFall.1","1","1","0",NA
228,6.35,1.99,2.61,9.07,3,18,0,NA,NA,NA,NA,1,NA,NA,NA,NA,5,47,9,3,2,1,1,18,1,1,3,3,3,6.6427,18.048,27.937,6.1624,3.3721,4.205,3.905,16.545,111.51,991.8,1786,375.37,3.3775,10.159,0.53171,5.8201,0.47933,3.2685,4.9825,2.6801,1.0573,3.6923,3.391,4.8938,3.9627,3.7185,4.5699,1.185,0.50401,37.283,9.6733,0.6441,0.44197,0.047645,0.49345,1.6409,1.6094,1.6487,2.9153,1.9459,1.7918,0.69315,0.69315,1.3863,"TFall",1,4,8,6,3,0.0151835274504052,12,17,0.54211496289263,0.709326169396544,0.0611399711399711,0.128205128205128,0.222222222222222,2,4,4,2,0.00894417231511711,9,9,0.271741431603964,0.579395726763484,0.0137205387205387,0.0607287449392713,0.266666666666667,1,2,2,1,0.00906602312488164,3,6,0.248719376086047,0.0497979910033323,0.00202020202020202,0.0280723643169058,0,1,2,2,1,0.0111806835129227,4,7,0.00606380404623091,0.000536557200156627,0.0126262626262626,0.0283018867924528,0,3,4,4,3,0.031386861529352,10,9,0.199752162418233,0.567360384112014,0.0653860028860029,0.0580645161290323,0.0952380952380952,2,5,5,2,0.012465722731465,9,12,0.0917775511965552,0.367348966435947,0.156060606060606,0.0834879406307978,0.19047619047619,5,2,2,1,0.0900633320869731,15,5,0.503410423440328,0.469968388776052,0.030050505050505,0.0394390885188431,0.285714285714286,3,4,4,3,0.0104291449171441,11,13,0.306648060293026,0.338442158581165,0.0478787878787879,0.0666666666666667,0.142857142857143,2,1,0,0,0.04763444970449,3,1,0,7.44750596064311e-17,0,0.0217391304347826,0,"TFall.1","1","1","0",NA
229,4.5,3.09,2.27,8.95,3,19,1,NA,NA,NA,NA,1,NA,NA,NA,NA,5,47,9,3,2,0,1,19,1,1,4,4,9,32.295,14.517,14.269,15.021,4.0492,2.3681,2.3888,14.132,85.337,548.83,1341.4,297.18,3.5307,3.77,0.15323,5.0482,0.9522,2.5205,2.4505,3.4648,0.86844,2.6893,2.1958,3.594,4.5948,2.3552,3.5983,3.133,0.82843,34.743,10.345,0.72904,0.44197,0.23142,0.30627,1.4816,1.6094,1.1632,7.2464,2.0794,1.3863,0,0.69315,1.7918,"TFall",1,7,8,6,4,0.0287309390035058,14,13,0.891926402442318,0.779548323426757,0.0460377585377585,0.126050420168067,0.230769230769231,8,7,5,4,0.0227006672362323,13,10,1,0.699018996899456,0.0934018759018759,0.0630252100840336,0.179487179487179,1,4,3,1,0.0120452478142133,2,6,0,0.450971556247114,0.00606060606060606,0.029663810151615,0,2,4,3,1,0.0115024040106922,3,6,0.0565958337993361,0.00191019532598074,0.00858585858585859,0.0297422339722406,0.1,5,4,4,2,0.0594551007870346,12,8,0.569325098922799,0.438007520206837,0.0554316979316979,0.0564617314930991,0.166666666666667,5,4,2,2,0.0500820798185691,9,4,0.342299787691571,0.0724845907790457,0.0266414141414141,0.0710900473933649,0.19047619047619,2,1,1,0,0.0584585644744731,9,5,0.0329799376180457,0.0614849557567958,0.0292929292929293,0.0387931034482759,0.333333333333333,6,5,5,2,0.0157315349404728,13,11,0.349335964851242,0.76242389412711,0.0228631553631554,0.0665680473372781,0.163636363636364,3,1,0,0,0.0288894116263342,4,1,0.909213712286911,7.44750596064311e-17,0,0.0217391304347826,0,"TFall.1","1","1","0",NA
230,6.95,2.46,2.03,9.31,2,18,1,NA,NA,NA,NA,NA,1,NA,NA,NA,6,47,9,2,2,1,1,18,1,3,4,2,9,14.815,22.813,31.113,7.5593,4.9911,0.94306,2.2844,12.273,61.839,751.61,1210,275.08,3.3775,8.4592,0.53171,5.301,0.90821,1.9745,3.6526,4.131,1.4982,2.9701,1.4293,5.6137,2.2854,0.80969,2.5522,2.4388,1.1286,37.283,9.0162,1.366,0.7736,0.39597,0.25813,1.4907,1.5261,1.3863,7.2464,1.9459,1.7918,0.69315,0,0,"TFall",1,2,8,5,2,0.0135849509003171,11,14,0.052421980169914,0.20329315051485,0.0199699374699375,0.127478753541076,0.19047619047619,3,3,1,1,0.0270239822314546,15,4,0.00744760118734644,0.000939482055486656,0.0647306397306397,0.0614754098360656,0,0,1,0,0,0.00494289223367041,1,1,0,0,0,0.0217391304347826,NA,1,1,0,0,0.0231590548341903,5,1,0.000862037596931861,0,0,0.0217391304347826,NA,2,1,1,0,0.0108307312210581,8,7,0.0191201626240997,0.0696179021376472,0.265157527657528,0.0632022471910112,0,1,4,3,0,0.00654764291923437,4,14,0.0342137512299918,0.269821796875006,0.0455808080808081,0.0870406189555126,0,2,4,3,2,0.00585524351095822,5,11,0.32346960847193,0.0537015626523754,0.013973063973064,0.047418335089568,0.1,4,5,3,0,0.021008493061815,12,12,0.329924849222007,0.154397290082392,0.0483513708513708,0.0690184049079755,0.333333333333333,0,2,0,0,0.0176423887794407,1,1,0,3.72375298032155e-17,0,0.0217391304347826,NA,"TFall.1","1","1","0",NA
231,6.49,2.53,2.26,3.01,1,18,0,NA,NA,NA,NA,1,NA,NA,NA,NA,5,36,4,6,2,1,1,18,1,2,2,3,3,6.6427,20.423,26.366,13.475,4.0492,2.7739,3.462,7.0324,20.104,289.22,763.41,156.08,2.633,2.38,0.90499,5.0482,0.54254,2.6284,5.4523,3.5972,0.46174,2.2775,1.7326,4.8938,3.3666,1.7129,3.2349,1.3804,0.86713,10.488,7.7486,0.72904,0.40558,0.28673,0.2416,1.6487,1.7228,1.6487,2.9153,2.0794,1.6094,0,0.69315,0.69315,"TFall",1,2,7,6,1,0.0120949840528993,10,15,0.224050292848892,0.48296195614774,0.0266402116402116,0.127478753541076,0.321428571428571,2,4,4,1,0.00787182450210039,7,11,0.246502961527758,0.588006699320269,0.093476430976431,0.0671641791044776,0.4,1,1,0,0,0.0069028297244845,3,1,0.226693958574719,0,0,0.0217391304347826,NA,2,1,0,0,0.0116537582569903,7,1,0.535966819320606,0,0,0.0217391304347826,0,1,3,3,0,0.00516440460811345,3,13,0.0975428217741323,0.453703803734598,0.00168350168350168,0.0644699140401146,0.666666666666667,2,1,1,0,0.00809689306024125,8,7,0.280705346691863,0.0444114467360035,0.0506986531986532,0.0774526678141136,0.333333333333333,2,1,1,0,0.00870723863606673,7,5,0.102637961800423,0.00743566451687409,0.0351851851851852,0.0404676258992806,0.333333333333333,2,3,3,0,0.00728384290209896,10,11,0.202103501023759,0.35940427405049,0.0309054834054834,0.0682852807283763,0.4,0,0,0,0,0.0176423887794407,1,1,0,3.72375298032155e-17,0,0.0217391304347826,NA,"TFall.1","1","1","0",NA
232,5.83,3.32,2.08,5.91,3,18,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,7,1,3,1,1,1,18,1,2,2,2,9,32.295,21.616,20.203,16.592,3.3721,1.9536,3.2433,9.7142,98.103,751.61,971.24,275.08,3.2257,2.38,0.38103,4.7999,0.81495,1.7529,3.0348,3.9969,1.7456,2.9701,1.8859,5.6137,3.3666,2.6868,3.9762,2.6655,1.0555,21.579,6.5452,1.5157,0.89437,0.44709,0.38208,1.7084,1.7228,1.7579,7.2464,2.0794,1.6094,0.69315,0,0,"TFall",1,4,7,6,4,0.0241702468958636,12,13,0.0384974876148172,0.0666537441743675,0.0282996632996633,0.126760563380282,0.177777777777778,4,7,6,4,0.0222933346502379,9,11,0.0188073902792957,0.05032331987644,0.0400252525252525,0.0699844479004666,0.177777777777778,2,2,2,1,0.0610876298907173,5,3,0.288031890378509,0.383363841115127,0.00252525252525253,0.0227272727272727,0.5,3,3,2,2,0.0475100169799727,7,7,0.935858771263722,0.353247857704373,0.00757575757575758,0.0321428571428571,0.3,4,1,0,0,0.0221941447024386,8,1,0.0167706581205337,0,0,0.0217391304347826,0.666666666666667,3,8,6,3,0.0362239534463466,8,11,0.468581782961891,1,0.051010101010101,0.0849056603773585,0.222222222222222,3,3,2,2,0.0421325252643837,8,6,0.20563422991053,0.244497473395025,0.0534511784511784,0.0411710887465691,0.3,4,1,1,0,0.0274199463915581,9,4,0.172707429260494,0.109882400398568,0.0175252525252525,0.0635593220338983,0.7,0,1,0,0,0.0176423887794407,1,1,0,3.72375298032155e-17,0,0.0217391304347826,NA,"TFall.1","1","1","0",NA
233,6.48,2.86,2.3,9.99,2,18,1,NA,NA,NA,NA,NA,NA,1,NA,NA,7,36,4,9,3,1,1,18,1,2,4,4,NA,19.959,15.689,32.717,13.475,3.3721,3.8223,4.1292,11.007,67.451,679.94,763.41,249.13,2.9264,10.159,0.60674,6.632,0.4124,2.1942,4.3022,3.3329,1.2386,3.5457,2.3523,6.3804,2.8072,2.3552,3.7855,3.133,1.0184,23.531,10.345,0.89491,0.44197,0.33475,0.36733,1.6639,1.6094,1.6864,4.9286,1.9459,1.6094,0.69315,0,0,"TFall",1,1,3,1,1,0.00753060095017411,4,7,0.0278806794473844,0.0142697067036562,0,0.115089514066496,0,1,4,1,1,0.0101360560372809,4,3,0.005195403005965,0.00119049086389431,0,0.0717703349282297,0,1,1,1,1,0.0633609696604296,4,2,0,0.125555767438259,0,0.0222222222222222,0,1,3,1,1,0.0125384714016891,4,4,0.0855890920381881,0.0208038320944335,0,0.0356294536817102,0,1,3,1,1,0.0219152969399816,5,3,0.00580117516981562,0.0433095542848179,0,0.0593667546174142,0,2,3,1,1,0.0158672815590722,6,3,0.0928802751883698,0.0491102640025117,0.000505050505050505,0.0687022900763359,0,2,1,0,0,0.00744620209788118,6,1,0.188567607291118,4.09411283587536e-17,0,0.0217391304347826,0,0,1,1,0,0.00338600451467269,1,3,0,0.14522640636386,0,0.0668647845468053,NA,0,1,0,0,0.0176423887794407,1,1,0,3.72375298032155e-17,0,0.0217391304347826,NA,"TFall.1","1","1","0",NA
234,6.54,4.1,1.95,6.05,2,18,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,32,3,1,3,1,1,7,1,1,4,2,4,10.371,20.423,26.366,26.428,4.7516,2.5042,4.3552,10.364,56.408,907.48,1210,266.35,3.2257,5.2557,0.38103,3.1922,0.65934,1.8639,4.3022,2.5511,1.6644,3.2556,2.1958,4.8938,3.3666,2.3552,3.5983,2.897,1.1286,27.722,7.7486,1.5894,0.79895,0.39597,0.38208,1.3863,1.4351,1.3863,4.9286,1.7918,1.0986,0,0,0,"TFall",1,6,8,6,5,0.0359729992343862,13,13,0.0486210961806661,0.0647894556319473,0.0986688311688312,0.126760563380282,0.136363636363636,5,8,6,5,0.0324974623400845,10,11,0.0232756247820558,0.0493042054734941,0.11712962962963,0.0699844479004666,0.145454545454545,0,8,6,0,0.00494289223367041,1,7,0,1,0,0.025,0.266666666666667,3,8,6,3,0.0399207583060811,7,10,0.605444706614944,1,0.0992424242424242,0.032656023222061,0.138888888888889,2,8,6,2,0.0113179348255505,5,10,0.00307445121168051,0.0519293085826778,0.0893939393939394,0.0863723608445297,0.214285714285714,4,8,6,4,0.0299540939713621,9,11,0.689967720248517,0.950971632188274,0.165867003367003,0.0849056603773585,0.177777777777778,1,8,6,1,0.00988023680442875,3,12,0.00125685973879876,0.526014568628872,0.0627104377104377,0.0420560747663551,0.285714285714286,2,8,6,1,0.0390547577676028,7,12,0.0644761621366837,0.338811498480167,0.0676479076479076,0.0684931506849315,0.392857142857143,0,8,6,0,0.0176423887794407,1,7,0,1,0,0.025,0.133333333333333,"TFall.1","1","1","0",NA
